,OrgPos,Page,KeyFrom,NodeFrom,Edge,NodeTo,KeyTo
1453,1543.0,,1543,Lips without finger-like processes; wings 0 or few,Lips without finger-like processes; wings 0 or few,"Mouth cavity smaller, of 1 or 2 chambers, walls relatively simple",1547
1454,1544.0,,1547,"Mouth cavity large, complex, of several chambers, the first of radial elements; carnivorous","Mouth cavity large, complex, of several chambers, the first of radial elements; carnivorous","Base pharynx symmetrical,oesoph.surrounding 2 cha.mbers;dents.0",1546
1455,1545.0,,1546,"Base pharynx unsymmetrica.l,meeting oesoph. ;middle chamber denticulate ","Base pharynx unsymmetrica.l,meeting oesoph. ;middle chamber denticulate ",Sphaerolaimm Bast. 1865,Sphaerolaimm Bast. 1865
1456,1546.0,,1546,"Base pharynx symmetrical,oesoph.surrounding 2 cha.mbers;dents.0 ","Base pharynx symmetrical,oesoph.surrounding 2 cha.mbers;dents.0 ",Parasphaerolaimm Ditlev. 1918,Parasphaerolaimm Ditlev. 1918
1457,1547.0,,1547,"Mouth cavity smaller, of 1 or 2 chambers, walls relatively simple","Mouth cavity smaller, of 1 or 2 chambers, walls relatively simple","Lips not as high as broad, without hook-shaped setae; mostly Monhysterinae",1549
1458,1548.0,,1549,"Lips 6, conoid, twice high as broad, with hook-shaped set.: amph. monospire ","Lips 6, conoid, twice high as broad, with hook-shaped set.: amph. monospire ",Dactylaimus Cobb 1920,Dactylaimus Cobb 1920
1459,1549.0,,1549,"Lips not as high as broad, without hook-shaped setae; mostly Monhysterinae","Lips not as high as broad, without hook-shaped setae; mostly Monhysterinae","Caudal glands post-anal; excret. pore nr. nerve ring, when seen; ceph. set. oft many",1551
1460,1550.0,,1551,"Cauda.l glands pre-ans.I, reaching vulva; excret. pore nr. phar.; ceph. set. 4 ","Cauda.l glands pre-ans.I, reaching vulva; excret. pore nr. phar.; ceph. set. 4 ",Conolaimella Allgen 1930,Conolaimella Allgen 1930
1461,1551.0,,1551,"Caudal glands post-anal; excret. pore nr. nerve ring, when seen; ceph. set. oft many","Caudal glands post-anal; excret. pore nr. nerve ring, when seen; ceph. set. oft many","Labial ribs absent or (Monhystrium) reduced;genera resembling Monhystera,exc.Sphaerocephalum",1554
1462,1552.0,,1554,"Labial ribs 18, cuticularized, para.llel-sided; testes 2 ...•................... . ","Labial ribs 18, cuticularized, para.llel-sided; testes 2 ...•................... . ",Daptonema Cobb 1920 (cf. Theristm Bast. 1865),Daptonema Cobb 1920 (cf. Theristm Bast. 1865)
1463,1554.0,,1554,"Labial ribs absent or (Monhystrium) reduced;genera resembling Monhystera,exc.Sphaerocephalum","Labial ribs absent or (Monhystrium) reduced;genera resembling Monhystera,exc.Sphaerocephalum","Margin of a.mphidial area definite, sensory papilla not obvious",1558
1464,1555.0,,1558,"Margin of transverse-oval amphidial area not definite, sensory papilla. at posterior mat:_gin","Margin of transverse-oval amphidial area not definite, sensory papilla. at posterior mat:_gin",Intestine wider(?); gubernaculum not tubular(?) .......... .,1557
1465,1556.0,,1557,"Intestine narrow, l body-width; gubernaculum tubular ............... . ","Intestine narrow, l body-width; gubernaculum tubular ............... . ",Leptogastrella Cobb 1920,Leptogastrella Cobb 1920
1466,1557.0,,1557,Intestine wider(?); gubernaculum not tubular(?) .......... . ,Intestine wider(?); gubernaculum not tubular(?) .......... . ,Paramonhystera (Steiner) Fil. 1918,Paramonhystera (Steiner) Fil. 1918
1467,1558.0,,1558,"Margin of a.mphidial area definite, sensory papilla not obvious","Margin of a.mphidial area definite, sensory papilla not obvious",Habitat aquatic; marine exc. sometimes Monhystera. an Theristus,1560
1468,1559.0,,1560,"Habitat gills of land crabs; cephalic setae 10, sometimes/apilloid ..... .","Habitat gills of land crabs; cephalic setae 10, sometimes/apilloid ..... .", Monhystrium Cobb 1920, Monhystrium Cobb 1920
1469,1560.0,,1560,Habitat aquatic; marine exc. sometimes Monhystera. an Theristus,Habitat aquatic; marine exc. sometimes Monhystera. an Theristus,Ovaries 2,1561
1470,1561.0,,1561,Ovaries 2,Ovaries 2,Pharynx without spheroid chamber; amphid circular exc. Sphaerocephalum,1563
1471,1562.0,,1563,"Pharynx conoid, then spheroid; striae fine or 0; eyes oft present . . ","Pharynx conoid, then spheroid; striae fine or 0; eyes oft present . . ",Diplolaimella Allgen 1929,Diplolaimella Allgen 1929
1472,1563.0,,1563,Pharynx without spheroid chamber; amphid circular exc. Sphaerocephalum,Pharynx without spheroid chamber; amphid circular exc. Sphaerocephalum,Amphid circular; neck 10---27%; spinneret without striated plug,1565
1473,1564.0,,1565,"Amphid monospire; neck 5-9%: spinneret wide, plug striated .. . ","Amphid monospire; neck 5-9%: spinneret wide, plug striated .. . ",Sphaerocephalum Fil. 1918,Sphaerocephalum Fil. 1918
1474,1565.0,,1565,Amphid circular; neck 10---27%; spinneret without striated plug,Amphid circular; neck 10---27%; spinneret without striated plug,Oesophagus not wider posteriorly; guberna.culum present,1567
1475,1566.0,,1567,Oesophagus wide in post. half; spicula. ha.mate diata.lly; gubernaculum 0 ,Oesophagus wide in post. half; spicula. ha.mate diata.lly; gubernaculum 0 ,Austronema Cobb 1914,Austronema Cobb 1914
1476,1567.0,,1567,Oesophagus not wider posteriorly; guberna.culum present,Oesophagus not wider posteriorly; guberna.culum present,Seta.e on head not 8-fold; long pa.ired somatic setae absent,1569
1477,1568.0,,1569,Setae on head 8-fold; somatic set. oft long . . ,Setae on head 8-fold; somatic set. oft long . . ,Steineria (Micol.) Stekhoven & de Coninck 1933,Steineria (Micol.) Stekhoven & de Coninck 1933
1478,1569.0,,1569,Seta.e on head not 8-fold; long pa.ired somatic setae absent,Seta.e on head not 8-fold; long pa.ired somatic setae absent,Guberna.culum not tubular,1571
1479,1570.0,,1571,"Gubernaculum tubular, barbed, a.pophysis none ............ .","Gubernaculum tubular, barbed, a.pophysis none ............ .", Penzancia (de Man) Fil. 1918, Penzancia (de Man) Fil. 1918
1480,1571.0,,1571,Guberna.culum not tubular,Guberna.culum not tubular,"Spicula much bent or sickle-shape; gubernac. plate-like, dorsa.d ......",1574
1481,1572.0,,1574,Spicula. not much bent; gubernac. a.pophysate; mostly freshwater .. . ,Spicula. not much bent; gubernac. a.pophysate; mostly freshwater .. . ,Monhystera Bast. 1865 (=Tachyhodities Bast. 1865),Monhystera Bast. 1865 (=Tachyhodities Bast. 1865)
1482,1574.0,,1574,"Spicula much bent or sickle-shape; gubernac. plate-like, dorsa.d ...... ","Spicula much bent or sickle-shape; gubernac. plate-like, dorsa.d ...... ",Theristm Bast. 1865 ( = Allomonhystera Micol. 1923) (cf. Daptonema Cobb 1920),Theristm Bast. 1865 ( = Allomonhystera Micol. 1923) (cf. Daptonema Cobb 1920)
1483,1577.0,,1602,Gonads 9 outstretched; marine (for alternative see next page),Gonads 9 outstretched; marine (for alternative see next page),"Nema under 3% wide; neck not ""collared""; wings if present not numerous",1581
1484,1578.0,,1581,"Nema. 12-16% wide; neck ""collared""; a.mphid spiral; wings many; spinneret present","Nema. 12-16% wide; neck ""collared""; a.mphid spiral; wings many; spinneret present","Wings 16-20, in pairs; pharynx capacious, open; spicula. unequal, or but 1. …",1580
1485,1579.0,,1580,"Wings over 50; pharynx narrow; spicula 2, equal. ............................. .","Wings over 50; pharynx narrow; spicula 2, equal. ............................. .", Richtersia Steiner 191~, Richtersia Steiner 191~
1486,1580.0,,1580,"Wings 16-20, in pairs; pharynx capacious, open; spicula. unequal, or but 1. …","Wings 16-20, in pairs; pharynx capacious, open; spicula. unequal, or but 1. …", (Richtersiella Kreis 1928), (Richtersiella Kreis 1928)
1487,1581.0,,1581,"Nema under 3% wide; neck not ""collared""; wings if present not numerous","Nema under 3% wide; neck not ""collared""; wings if present not numerous",Spinneret present; cephalic setae present exc. Margonema.,1589
1488,1582.0,,1589,Spinneret absent; amphid circular exc. Didelta.,Spinneret absent; amphid circular exc. Didelta.,Seta.a present; a.mphid small exc. Didelta,1584
1489,1583.0,,1584,Seta.e none; amphid ±half as wide as head ................................... .,Seta.e none; amphid ±half as wide as head ................................... ., Metalaimm Kreis 1928, Metalaimm Kreis 1928
1490,1584.0,,1584,Seta.a present; a.mphid small exc. Didelta,Seta.a present; a.mphid small exc. Didelta,"Amphid small, not on plate; cephalic seta.e 6 or more",1586
1491,1585.0,,1586,"Amphid very large, long-oval, on triangular plate; cephalic setae 4 ............. . ","Amphid very large, long-oval, on triangular plate; cephalic setae 4 ............. . ",Didelta Cobb 1920,Didelta Cobb 1920
1492,1586.0,,1586,"Amphid small, not on plate; cephalic seta.e 6 or more","Amphid small, not on plate; cephalic seta.e 6 or more","Pharyngeal bulb none; setae on head 18, small; a.mph. with faint multispire ..",1588
1493,1587.0,,1588,"Pharyngeal bulb distinct; cephalic setae 6, stout, jointed ...... , .......... . ","Pharyngeal bulb distinct; cephalic setae 6, stout, jointed ...... , .......... . ",Cytolaimium Cobb 1920,Cytolaimium Cobb 1920
1494,1588.0,,1588,"Pharyngeal bulb none; setae on head 18, small; a.mph. with faint multispire ..","Pharyngeal bulb none; setae on head 18, small; a.mph. with faint multispire ..", Anticyathm Cobb 1920, Anticyathm Cobb 1920
1495,1589.0,,1589,Spinneret present; cephalic setae present exc. Margonema.,Spinneret present; cephalic setae present exc. Margonema.,External amphid not multispire (Linhomoella faintly so),1593
1496,1590.0,,1593,External amphid multispire,External amphid multispire,Male supplementary organs none .......... . . . .... . ..... .... ..... . .......,1592
1497,1591.0,,1592,Male ventral pre-ans.I supplementary organs papilloid .. .. . .. ........... . ,Male ventral pre-ans.I supplementary organs papilloid .. .. . .. ........... . ,Parasabatieria de Man 1907,Parasabatieria de Man 1907
1498,1592.0,,1592,Male supplementary organs none .......... . . . .... . ..... .... ..... . ....... ,Male supplementary organs none .......... . . . .... . ..... .... ..... . ....... ,Sabatieria de Rouville 1903,Sabatieria de Rouville 1903
1499,1593.0,,1593,External amphid not multispire (Linhomoella faintly so),External amphid not multispire (Linhomoella faintly so),Amphid circular or monospiral,1595
1500,1594.0,p24,1595,"Amphid wider than long, ±reniform; lips 3, double, with papillae .......... . ","Amphid wider than long, ±reniform; lips 3, double, with papillae .......... . ",Margonema Cobb 1920,Margonema Cobb 1920
1501,1595.0,,1595,Amphid circular or monospiral,Amphid circular or monospiral,Lips absent or confluent,1597
1502,1596.0,,1597,"Lips distinct, with distal flaps; ceph. set. 6, stout, jointed; papillae 6 ... . ","Lips distinct, with distal flaps; ceph. set. 6, stout, jointed; papillae 6 ... . ",Cytolaimium Cobb 1920,Cytolaimium Cobb 1920
1503,1597.0,,1597,Lips absent or confluent,Lips absent or confluent,Oesoph. without median enlargement; eyes 0; cephalic setae 6-10,1599
1504,1598.0,,1599,Oesoph.& lumen with oval enlargement behind eyes ;eyes sometimes none ,Oesoph.& lumen with oval enlargement behind eyes ;eyes sometimes none ,Araeolaimus de Man 1888,Araeolaimus de Man 1888
1505,1599.0,,1599,Oesoph. without median enlargement; eyes 0; cephalic setae 6-10,Oesoph. without median enlargement; eyes 0; cephalic setae 6-10,"Setae on head 6-8, without specialized tips; amphid circular ............. .",1601
1506,1600.0,,1601,"Setae on head 10, shorter 4 specialized at tip; amph. faint multispire .. ","Setae on head 10, shorter 4 specialized at tip; amph. faint multispire .. ",(Linhomoella Cobb 1920),(Linhomoella Cobb 1920)
1507,1601.0,,1601,"Setae on head 6-8, without specialized tips; amphid circular ............. . ","Setae on head 6-8, without specialized tips; amphid circular ............. . ",Linhomoeus Bast. 1865,Linhomoeus Bast. 1865
1508,1602.0,,1602,Gonads ~ reflexed (for alternative see preceding page),Gonads ~ reflexed (for alternative see preceding page),Habitat marine,1611
1509,1603.0,,1611,Habitat not marine exc. sometimes Aphanolaimus,Habitat not marine exc. sometimes Aphanolaimus,Spinneret present,1605
1510,1604.0,,1605,Spinneret absent; amphid multispire; setae 0; striae of dots; in sand dunes .. ,Spinneret absent; amphid multispire; setae 0; striae of dots; in sand dunes .. ,Choanolaimus de Man 1880,Choanolaimus de Man 1880
1511,1605.0,,1605,Spinneret present,Spinneret present,"Wings 0, striae not altered laterally; contour not crenate; amphid circular or oval",1607
1512,1606.0,,1607,"Wings present; contour crenate; glands lateral, serial; amphid monospire .. ","Wings present; contour crenate; glands lateral, serial; amphid monospire .. ",Aphanolaimus de Man 1880,Aphanolaimus de Man 1880
1513,1607.0,,1607,"Wings 0, striae not altered laterally; contour not crenate; amphid circular or oval","Wings 0, striae not altered laterally; contour not crenate; amphid circular or oval","Lips, papillae & small setae pres.; amph small, oval; phar. closed; onch. basal",1609
1514,1608.0,,1609,"Lips, papillae & setae 0; amphid round; pharynx small, conoid, unarmed ","Lips, papillae & setae 0; amphid round; pharynx small, conoid, unarmed ",Diplohystera de Cillis 1917,Diplohystera de Cillis 1917
1515,1609.0,,1609,"Lips, papillae & small setae pres.; amph small, oval; phar. closed; onch. basal ","Lips, papillae & small setae pres.; amph small, oval; phar. closed; onch. basal ",Tripyla Bast. 1865 (=Promononchus Micol. 1923),Tripyla Bast. 1865 (=Promononchus Micol. 1923)
1516,1611.0,,1611,Habitat marine,Habitat marine,"Amphid circular, elliptical or monospiral",1629
1517,1612.0,,1629,Amphid spiral; spinneret present,Amphid spiral; spinneret present,Pharynx without forward apophyses; mid-pharyngeal region not denticulate,1617
1518,1613.0,,1617,Pharynx with apophyses forward and backward from mid-region,Pharynx with apophyses forward and backward from mid-region,Mid-pharyngeal region denticulate ...................................,1615
1519,1614.0,,1615,"Mid-pharyngeal region not denticulate; wings numerous, markings V-shaped ... . ","Mid-pharyngeal region not denticulate; wings numerous, markings V-shaped ... . ",Nunema Cobb 1933,Nunema Cobb 1933
1520,1615.0,,1615,Mid-pharyngeal region denticulate ...................................,Mid-pharyngeal region denticulate ..................................., Halichoanolaimus de Man 1886 ( =Smalsundia Allgen 1929), Halichoanolaimus de Man 1886 ( =Smalsundia Allgen 1929)
1521,1617.0,,1617,Pharynx without forward apophyses; mid-pharyngeal region not denticulate,Pharynx without forward apophyses; mid-pharyngeal region not denticulate,"Wings absent, striae ifJresent not altered laterally",1621
1522,1618.0,,1621,"Wings numerous; neck region ""collared""; nema 12-16% wide","Wings numerous; neck region ""collared""; nema 12-16% wide","Spicula unequal, or 1 only; wings 16-32; pharynx capacious, open .........",1620
1523,1619.0,,1620,Spicula 2; wings over 50; pharynx narrow .................................. .,Spicula 2; wings over 50; pharynx narrow .................................. ., Richtersia Steiner 1916, Richtersia Steiner 1916
1524,1620.0,,1620,"Spicula unequal, or 1 only; wings 16-32; pharynx capacious, open .........","Spicula unequal, or 1 only; wings 16-32; pharynx capacious, open .........", (Richtersiella Kreis 1929), (Richtersiella Kreis 1929)
1525,1621.0,,1621,"Wings absent, striae ifJresent not altered laterally","Wings absent, striae ifJresent not altered laterally","Jaws absent, pharynx ""'ithout apophyses",1623
1526,1622.0,,1623,"Jaws 3, with backwar apophyses and numerous horny teeth anteriorly .... . ","Jaws 3, with backwar apophyses and numerous horny teeth anteriorly .... . ",Demonema Cobb 1894,Demonema Cobb 1894
1527,1623.0,,1623,"Jaws absent, pharynx ""'ithout apophyses","Jaws absent, pharynx ""'ithout apophyses",Pharynx 1 chamber; tips setae unspecialized; striae less fine; eyes present,1625
1528,1624.0,,1625,"Pharynx 2 chambers; ceph. set. 10, oft jointed, tips specialized; striae fine ","Pharynx 2 chambers; ceph. set. 10, oft jointed, tips specialized; striae fine ",Tripyloides de Man 1886,Tripyloides de Man 1886
1529,1625.0,,1625,Pharynx 1 chamber; tips setae unspecialized; striae less fine; eyes present,Pharynx 1 chamber; tips setae unspecialized; striae less fine; eyes present,Cuticular pores present; pharynx without definite bulb ................ .,1627
1530,1626.0,,1627,Cuticular pores none; pharynx with definite bulb ...................... . ,Cuticular pores none; pharynx with definite bulb ...................... . ,Nannolaimus Cobb 1920,Nannolaimus Cobb 1920
1531,1627.0,,1627,Cuticular pores present; pharynx without definite bulb ................ . ,Cuticular pores present; pharynx without definite bulb ................ . ,Cyatholaimus Bast. 1865 (=Necticonema Marion 1870),Cyatholaimus Bast. 1865 (=Necticonema Marion 1870)
1532,1629.0,,1629,"Amphid circular, elliptical or monospiral","Amphid circular, elliptical or monospiral",Spinneret present,1631
1533,1630.0,,1631,"Spinneret absent; cephalic setae 4, stout; tail usually ±40% ................. . ","Spinneret absent; cephalic setae 4, stout; tail usually ±40% ................. . ",Rhalxlocoma Cobb 1920,Rhalxlocoma Cobb 1920
1534,1631.0,,1631,Spinneret present,Spinneret present,Oesophagus not crenate,1635
1535,1632.0,,1635,Oesophagus crenate towards base; calvarium reduced,Oesophagus crenate towards base; calvarium reduced,Cervical setae 0 ...................................................... .,1634
1536,1633.0,,1634,Cervical setae in long. rows; pharynx ±none; ext. amph. ±semi-circular ,Cervical setae in long. rows; pharynx ±none; ext. amph. ±semi-circular ,(Stenolaimus Marion 1870),(Stenolaimus Marion 1870)
1537,1634.0,,1634,Cervical setae 0 ...................................................... . ,Cervical setae 0 ...................................................... . ,Phanodermopsis Ditlev. 1926( = Galeonema Fil. 1927),Phanodermopsis Ditlev. 1926( = Galeonema Fil. 1927)
1538,1635.0,,1635,Oesophagus not crenate,Oesophagus not crenate,"The pharynx open, capacious, walls usually heavily cuticularized; amphid with pocket",1639
1539,1636.0,,1639,Calvarium present; onchia often 1-3,Calvarium present; onchia often 1-3,"The calvarium elaborate, ornate ............................................ .",1637
1540,1637.0,,1637,"The calvarium elaborate, ornate ............................................ . ","The calvarium elaborate, ornate ............................................ . ",Deontostoma Fil. 1916,Deontostoma Fil. 1916
1541,1638.0,,1639,The calvarium a wavy band; often denticles at lips; amphid transverse . . ,The calvarium a wavy band; often denticles at lips; amphid transverse . . ,Cylicolaimus de Man 1889,Cylicolaimus de Man 1889
1542,1639.0,,1639,Calvarium absent,Calvarium absent,Jaws absent,1641
1543,1640.0,,1641,"Jaws 3, with simple supporting framework .................................. .","Jaws 3, with simple supporting framework .................................. .", Parenoplus Fil. 1927, Parenoplus Fil. 1927
1544,1641.0,,1641,Jaws absent,Jaws absent,Pharynx of 1 chamber; setae without specialized tips,1647
1545,1642.0,,1647,Pharynx of 2 chambers,Pharynx of 2 chambers,"Chambers of pharynx unequal, anterior large; setae 10, often jointed, tips specialized",1644
1546,1643.0,,1644,"Chambers of pharynx ±equal, small; cephalic setae 0 ............ . ","Chambers of pharynx ±equal, small; cephalic setae 0 ............ . ",Pseudopelagonema Kreis 1932,Pseudopelagonema Kreis 1932
1547,1644.0,,1644,"Chambers of pharynx unequal, anterior large; setae 10, often jointed, tips specialized","Chambers of pharynx unequal, anterior large; setae 10, often jointed, tips specialized",Both chambers ±parallel-sided .........................................,1646
1548,1645.0,,1646,Both chambers ±conoid or irregular in shape ......................... ,Both chambers ±conoid or irregular in shape ......................... ,Tripyloides de Man 1886,Tripyloides de Man 1886
1549,1646.0,,1646,Both chambers ±parallel-sided ......................................... ,Both chambers ±parallel-sided ......................................... ,Bathylaimus Cobb 1894 (=Macrolaimus Ditlev. 1918 =Cothonolaimus Ditlev. 1919),Bathylaimus Cobb 1894 (=Macrolaimus Ditlev. 1918 =Cothonolaimus Ditlev. 1919)
1550,1647.0,,1647,Pharynx of 1 chamber; setae without specialized tips,Pharynx of 1 chamber; setae without specialized tips,"Dorsal pharyngeal wall not thickened; amphid not at lips; Enoplidae, exc. Aphanolaimus",1655
1551,1648.0,,1655,"Dorsal pharyng. wall thick, tooth-like; amph. monospire at lips; ceph. set. 4; renette far back","Dorsal pharyng. wall thick, tooth-like; amph. monospire at lips; ceph. set. 4; renette far back","Oesoph. glands not prominent; dorsal pharyng. element not uniformly thick, but heavy",1650
1552,1649.0,,1650,Oesoph. glands obscuring junct. of intest.; dorsal phar. element ±uniform,Oesoph. glands obscuring junct. of intest.; dorsal phar. element ±uniform, Onchium Cobb 1920, Onchium Cobb 1920
1553,1650.0,,1650,"Oesoph. glands not prominent; dorsal pharyng. element not uniformly thick, but heavy","Oesoph. glands not prominent; dorsal pharyng. element not uniformly thick, but heavy",Tooth-like thickening bent outward from beginning of vestibule,1652
1554,1651.0,,1652,Tooth-like thickening parallel to axis ............................. . ,Tooth-like thickening parallel to axis ............................. . ,Camacolaimus de Man 1889 (=Digitonchus Cobb 1920 = Acontiolaimus Fil. 1918),Camacolaimus de Man 1889 (=Digitonchus Cobb 1920 = Acontiolaimus Fil. 1918)
1555,1652.0,,1652,Tooth-like thickening bent outward from beginning of vestibule,Tooth-like thickening bent outward from beginning of vestibule,"Point of Y-shaped ""onchium"" duplex ....................................",1654
1556,1653.0,,1654,"Point of ""onchium"" single ...........................................","Point of ""onchium"" single ...........................................", Acmaeolaimus Fil. 1918, Acmaeolaimus Fil. 1918
1557,1654.0,,1654,"Point of Y-shaped ""onchium"" duplex .................................... ","Point of Y-shaped ""onchium"" duplex .................................... ",Ypsilon Cobb 1920,Ypsilon Cobb 1920
1558,1655.0,,1655,"Dorsal pharyngeal wall not thickened; amphid not at lips; Enoplidae, exc. Aphanolaimus","Dorsal pharyngeal wall not thickened; amphid not at lips; Enoplidae, exc. Aphanolaimus","The pharynx open, capacious, walls usually heavily cuticularized; amphid with pocket",1639
1559,1656.0,,1639,"The pharynx open, capacious, walls usually heavily cuticularized; amphid with pocket","The pharynx open, capacious, walls usually heavily cuticularized; amphid with pocket","External amphid small,transverse;pharyng.wall thin.base with mounds",1658
1560,1657.0,,1658,External amphid circular; wall of pharynx irregularly thick ....... ,External amphid circular; wall of pharynx irregularly thick ....... ,(Pandolaimus Al!gen 1929),(Pandolaimus Al!gen 1929)
1561,1658.0,,1658,"External amphid small,transverse;pharyng.wall thin.base with mounds ","External amphid small,transverse;pharyng.wall thin.base with mounds ",Pelagonema Cobb 1894(cf. Vasculonema Kreis 1928),Pelagonema Cobb 1894(cf. Vasculonema Kreis 1928)
1562,1660.0,,1660,The pharynx small or very narrow,The pharynx small or very narrow,"Cervical setae lateral, in short longitudinal series; amphid with pocket",1662
1563,1661.0,,1662,"Cervical setae absent; cephalic setae 4, in front of amphid ....... . ","Cervical setae absent; cephalic setae 4, in front of amphid ....... . ",Aphanolaimus de Man 1880,Aphanolaimus de Man 1880
1564,1662.0,,1662,"Cervical setae lateral, in short longitudinal series; amphid with pocket","Cervical setae lateral, in short longitudinal series; amphid with pocket",Gubernaculum none; cl' supplementary organ papilloid ........... .,1664
1565,1663.0,,1664,Gubernaculum present; cl' supplementary organ tubular ............... . ,Gubernaculum present; cl' supplementary organ tubular ............... . ,Anticoma Bast. 1865,Anticoma Bast. 1865
1566,1664.0,,1664,Gubernaculum none; cl' supplementary organ papilloid ........... . ,Gubernaculum none; cl' supplementary organ papilloid ........... . ,Anticomopsis Micol. 1930,Anticomopsis Micol. 1930
1567,1665.0,,1665,"Cavity more or less cylindroid or prismoid, i.e. parallel-sided in long. section (for alt. see page 20)","Cavity more or less cylindroid or prismoid, i.e. parallel-sided in long. section (for alt. see page 20)","Oesophagus plain, i.e. without median or posterior bulb or swelling (for alternative see page 24)",1918
1568,1666.0,,1918,"Oesophagus with median or posterior bulb or swelling, or both (for alternative see page 27)","Oesophagus with median or posterior bulb or swelling, or both (for alternative see page 27)","Amphid circular, elliptical or monospiral",1776
1569,1667.0,,1776,Amphid not known or obscure (for alternative see next page),Amphid not known or obscure (for alternative see next page),Female known; spinneret none exc. Rhabdolaimus; not marine; phasmids usually present,1673
1570,1668.0,,1673,Female not known,Female not known,"Spinneret present; setae on head numerous; neck under 5%; amphid small, near lips; marine",1670
1571,1669.0,,1670,Spinneret none;ceph.set.0;phar.closed;oesoph.cephaloboid;neck over 20%;in swamp ,Spinneret none;ceph.set.0;phar.closed;oesoph.cephaloboid;neck over 20%;in swamp ,Litonema Cobb 1920,Litonema Cobb 1920
1572,1670.0,,1670,"Spinneret present; setae on head numerous; neck under 5%; amphid small, near lips; marine","Spinneret present; setae on head numerous; neck under 5%; amphid small, near lips; marine",Pharyngeal bulb none; striae annulating the cuticle; length 10 mm ...............,1672
1573,1671.0,,1672,"Pharyngeal bulb present; striae none; length 3-4 mm.; onchia(?) 6, minute ...... . ","Pharyngeal bulb present; striae none; length 3-4 mm.; onchia(?) 6, minute ...... . ",(Catanema Cobb 1920),(Catanema Cobb 1920)
1574,1672.0,,1672,Pharyngeal bulb none; striae annulating the cuticle; length 10 mm ...............,Pharyngeal bulb none; striae annulating the cuticle; length 10 mm ..............., (Laxonema Cobb 1920), (Laxonema Cobb 1920)
1575,1673.0,,1673,Female known; spinneret none exc. Rhabdolaimus; not marine; phasmids usually present,Female known; spinneret none exc. Rhabdolaimus; not marine; phasmids usually present,"Ovaries 2; cephalic setae 0, exc. in Teratocephalus minute •",1701
1576,1674.0,p25,1701,"Ovary 1, anterior; cephalic setae 0 or minute","Ovary 1, anterior; cephalic setae 0 or minute",Gonad 9 reflexed,1681
1577,1675.0,,1681,Gonad 9 outstretched . .,Gonad 9 outstretched . .,Pharynx base±¼ distance to nerve ring; spear reduced; oes. bulb strong,1677
1578,1676.0,,1677,"Pharynx long, tubular, base halfway to nerve ring; spear none; median bulb O .• ","Pharynx long, tubular, base halfway to nerve ring; spear none; median bulb O .• ",Gymnlaimus Cobb 1913,Gymnlaimus Cobb 1913
1579,1677.0,,1677,Pharynx base±¼ distance to nerve ring; spear reduced; oes. bulb strong,Pharynx base±¼ distance to nerve ring; spear reduced; oes. bulb strong, (Aphelenchoid_es Fischer 1894) (=Seinura Fuchs 1931 =Parasitaphelenchus Fuchs 1930 =Pathoaphelenchus (Cobq) Steiner 1931), (Aphelenchoid_es Fischer 1894) (=Seinura Fuchs 1931 =Parasitaphelenchus Fuchs 1930 =Pathoaphelenchus (Cobq) Steiner 1931)
1580,1681.0,,1681,Gonad 9 reflexed,Gonad 9 reflexed,Median oesophageal bulb absent; in soil and fresh water,1687
1581,1682.0,,1687,Median oesophageal bulb present . .,Median oesophageal bulb present . .,Pharynx much longer than wide; cardiac bulb valvate; bursa present ............ .,1684
1582,1683.0,,1684,"Pharynx wide as long; cardia<; bulb no~ valvate, median valvate; bursa none . . ","Pharynx wide as long; cardia<; bulb no~ valvate, median valvate; bursa none . . ",Lycolaimus Rahm- 1928,Lycolaimus Rahm- 1928
1583,1684.0,,1684,Pharynx much longer than wide; cardiac bulb valvate; bursa present ............ . ,Pharynx much longer than wide; cardiac bulb valvate; bursa present ............ . ,Rhabditis DuJ. 1845 (=Diploscapteroides Rahm 1928 =Pseudorhalxlitis Kreis 1929),Rhabditis DuJ. 1845 (=Diploscapteroides Rahm 1928 =Pseudorhalxlitis Kreis 1929)
1584,1687.0,,1687,Median oesophageal bulb absent; in soil and fresh water,Median oesophageal bulb absent; in soil and fresh water,"Cardiac bulb valvate, preceded by isthmus, i.e. oesoph. cephaloboid; pharyng. rods none",1691
1585,1688.0,,1691,"Cardiac swelling long, non-valvate; pharyng. rods heavily cuticular ... . ","Cardiac swelling long, non-valvate; pharyng. rods heavily cuticular ... . ",Diphtherophora de Man 1880 (=Chaolaimus Cobb 1893 =Archionchus Cobb 1913),Diphtherophora de Man 1880 (=Chaolaimus Cobb 1893 =Archionchus Cobb 1913)
1586,1691.0,,1691,"Cardiac bulb valvate, preceded by isthmus, i.e. oesoph. cephaloboid; pharyng. rods none","Cardiac bulb valvate, preceded by isthmus, i.e. oesoph. cephaloboid; pharyng. rods none","Head end not lobed, exc. in Acrobeles insubricus",1693
1587,1692.0,,1693,Head end lobed by 6 large biting lips or odontia; carnivorous ........... ,Head end lobed by 6 large biting lips or odontia; carnivorous ........... ,(Teratocephalus de Man 1876),(Teratocephalus de Man 1876)
1588,1693.0,,1693,"Head end not lobed, exc. in Acrobeles insubricus","Head end not lobed, exc. in Acrobeles insubricus","Pharynx wall of a longitudinal series of elements, i.e. cephaloboid",1695
